"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_5366","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_6044","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_8234","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_2804","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_5260","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_5773","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_15684","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_12358","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_31444","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_12373","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_4471","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_21001","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_3617","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_6600","Bacteria","TM6","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_12642","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_4609","Bacteria","TM6","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_30011","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_4531","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified","unclassified"
"OTU_3022","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_5678","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_22215","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_34166","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_5767","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_28915","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_13062","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
"OTU_8722","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified","unclassified"
