"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BBE","BBW","BRE","BRW","CBE","CBW","EUE","EUW","FRE","FRW","IJE","IJW","LOE","LOW","MAE","MAW","MME","MMW","POE","POW","RME","RMW","SCE","SCW","TXE","TXW","VIE","VIW"
"279","OTU_00304","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,0,0.06,0.01,0.02,0.05,0.7,0.02,0.47,0.02,0.01,0,0.05,0,0.39,0,0.2,0,0.07,0.02,0.14,0,0,0,2.46,0,0.08,0.01,0.02
"283","OTU_00310","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae",NA,NA,0,0,0,0,0.09,0,0.01,0.01,0.01,0,0.01,0,0,0,0.04,0.01,0,0,0.04,0,0.03,0,0.01,0,0,0,0.05,0
"285","OTU_00317","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA,NA,0,0,0,0,0.74,0,0.01,0.14,0.23,0,0,0,0.02,0,0.38,0.01,0.01,0,0,0,0,0,0,0,0,0,0.02,0
"286","OTU_00318","Bacteria","Proteobacteria","Betaproteobacteria","unclassified","unclassified",NA,NA,0.01,0.03,0.04,0.23,0,0.12,0.03,0.31,0.09,0.08,0,0.03,0.25,0.84,0.06,0.16,0.29,0.08,0.92,0.39,0.09,0.03,0.01,0.32,0.01,0.01,0,0
"288","OTU_00320","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0
"294","OTU_00326","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","JdFBGBact",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"295","OTU_00327","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA,0.01,0,0,0,0,0,0.02,0.01,0.15,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
"301","OTU_00333","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae",NA,NA,0,0.54,0,0.02,0.19,0.36,0,0.33,0.01,0.02,0,0.04,0,0.15,0,0.04,0,0.05,0.02,0.12,0.01,0.01,0,0.04,0,0.03,0,0
"304","OTU_00334","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae",NA,NA,0,0.01,0.01,0.38,0.25,0.03,0.02,0.35,0,0,0.01,0.01,0,0.04,0.31,0.15,0.04,0.03,0.11,0,0,0,0.01,0.01,0.02,1.04,0,0
"307","OTU_00337","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae",NA,NA,0,0.01,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0
"308","OTU_00339","Bacteria","Cyanobacteria","Oscillatoriophycideae","Oscillatoriales","Phormidiaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.11,0,0,0.01,0,0,0
"312","OTU_00342","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified",NA,NA,0,0,0,0.12,0,0,0.01,0.19,0,0,0.05,0,0,0.03,0,0.01,0.15,0,0,0,0.07,0,0.01,0,0.28,0,0.01,0
"318","OTU_00349","Bacteria","Acidobacteria","Holophagae","Holophagales","Holophagaceae",NA,NA,0,0,0.01,0,0,0.01,0.01,0.31,0,0,0,0,0,0.07,0,0.03,0,0,0.02,1.69,0,0,0,0,0,0,0,0
"327","OTU_00355","Bacteria","Spirochaetes","Leptospirae","Leptospirales","Leptospiraceae",NA,NA,0,0,0,0.41,0,0.01,0.01,0,0,0.12,0,0.22,0,0.01,0,0,0,0.5,0,0,0,0.02,0,0,0,0.01,0,0
"328","OTU_00356","Bacteria","Actinobacteria","Nitriliruptoria","Nitriliruptorales","Nitriliruptoraceae",NA,NA,0,1.15,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.08,0,0,0,0
"331","OTU_00357","Bacteria","Cyanobacteria","ML635J-21","unclassified","unclassified",NA,NA,0,0,0,0.58,0,0,0.01,0.03,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0
"334","OTU_00365","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","bacVI",NA,NA,0,0,0,0.35,0,0.2,0,0.21,0,0.36,0,0.04,0,0.19,0.12,0.04,0,0.03,0.04,0.07,0,0,0,0.04,0.01,0.14,0,0
"336","OTU_00367","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA,0,0,0,0.05,0,0,0.01,0.14,0,0,0,0,0.04,0,0,0.01,0,0,0,0,0.23,0,0,0,0.01,0,0.02,0
"339","OTU_00371","Bacteria","Proteobacteria","Deltaproteobacteria","Spirobacillales","unclassified",NA,NA,0,0.02,0.06,1.09,0,0.04,0.01,0.19,0,0.1,0,0.14,0,0.04,0,0.09,0,0.26,0,0.03,0,0.01,0.01,0.01,0.01,0.09,0.02,0
"340","OTU_00373","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae",NA,NA,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
"342","OTU_00378","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA,NA,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","OTU_00380","Bacteria","Proteobacteria","Betaproteobacteria","Thiobacterales","Thiobacteraceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"346","OTU_00384","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,0,0.14,0,0.03,0,0.1,0,0.38,0,0.1,0,0.01,0,0.08,0,0.03,0.05,0.01,0.03,0.24,0,0,0,0.21,0,0.2,0,0
"350","OTU_00391","Bacteria","Cyanobacteria","Chloroplast","Stramenopiles","unclassified",NA,NA,0.02,0,0.2,0.12,1.9,0.09,0.3,0.13,2.75,0.1,0.19,0.1,0.51,0.04,1.27,0.06,0,0.09,0.29,0.01,0.11,0.01,0.06,0.01,0.24,0.02,0.33,0.01
"351","OTU_00394","Bacteria","Actinobacteria","MB-A2-108","0319-7L14","unclassified",NA,NA,0,0,0,0,0,0,0.01,0.34,0.01,0,0,0,0,0,0,0.03,0,0.01,0.01,0,0,0,0.02,0,0,0,0,0
"354","OTU_00400","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae",NA,NA,0,0.03,0,0.04,0,0.31,0,0.04,0.02,0,0.01,0.01,0,0.01,0.03,0.02,0,0.04,0.06,0.03,0.01,0,0.04,0.07,0.01,0,0.05,0
"355","OTU_00401","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Crenotrichaceae",NA,NA,0,0,0.01,0,0,0.05,0,0,0,0,0,0,0.96,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.01,0,0
"357","OTU_00405","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae",NA,NA,4.79,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0.12,0.32
"359","OTU_00412","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae",NA,NA,0,0.01,0,0.01,0,0.07,0.01,0.45,0.01,0.06,0.01,0.06,0,0.1,0,0.06,0,0.05,0,0.01,0,0.01,0,0.68,0,0.06,0,0.01
"360","OTU_00413","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae",NA,NA,0,0.02,0,0.09,0,0.04,0,0.28,0,0.02,0,0.01,0,0.22,0,0.04,0,0.04,0,0.02,0.02,0,0,0.06,0,0.01,0,0
"363","OTU_00416","Bacteria","Cyanobacteria","Chloroplast","Cryptophyta","unclassified",NA,NA,0,0,0,0.05,0,0.02,0,0,0,0.04,0,0.07,0,0.05,0,0.01,0,0,0,0,0,0.06,0,0.01,0,0,0,0.01
"364","OTU_00417","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae",NA,NA,0,0,0,0,0,0,0,0,0.59,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"371","OTU_00431","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","OM60",NA,NA,0,0.23,0,0,0.14,0.73,0,0,0,0,0,0.01,0.04,0,0.09,0.02,0.04,0.02,0,0.01,0,0,0.03,0.15,0.02,0,0.12,0.01
"374","OTU_00437","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae",NA,NA,0.01,0,0,0,0,0.01,0.01,0.13,0.29,0,0.09,0,0.07,0.01,0,0.03,0,0.01,0.04,0,0.01,0,0.05,0,0.01,0.01,0,0
"381","OTU_00443","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae",NA,NA,0,0,0,0.01,0,0.01,0.05,0.18,0,0.02,0.02,0.02,0.24,0.04,0,0.16,0,0.17,0,0,0.02,0.01,0,0.02,0.01,0.01,0,0
"383","OTU_00444","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","acIII",NA,NA,0,0.02,0,0.01,0.14,0.03,0,0.16,0.01,0.06,0,0.05,0,0.01,0,0.69,0,0.01,0,0.03,0,0.03,0.01,0.13,0,0,0,0
"400","OTU_00495","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","unclassified",NA,NA,0,0,0,0,0,0.21,0,0,0,0.01,0,0,0,0,0,0,0,0,0.04,0.03,0,0,0,0.01,0,0,0,0
"402","OTU_00501","Bacteria","Verrucomicrobia","Pedosphaerae","Pedosphaerales","R4-41B",NA,NA,0,0,0.04,0.36,0,0.01,0,0.1,0,0.03,0,0.02,0,0.1,0,0.01,0,0.07,0.01,0,0,0,0,0.01,0,0,0,0
"403","OTU_00505","Bacteria","Proteobacteria","TA18","PHOS-HD29","unclassified",NA,NA,0,0.01,0.05,0.35,0,0.02,0,0.02,0,0,0,0,0,0.05,0,0.04,0.03,0.03,0.01,0,0,0,0,0.03,0,0.03,0,0.01
"405","OTU_00506","Bacteria","Chloroflexi","Chloroflexi","Roseiflexales","unclassified",NA,NA,0,0,0,0.01,0,0.03,0,0.01,0,0.01,0,0.04,0,0,0,0.01,0.08,0.06,0,0,0,0.05,0,0,0,0,0,0
"406","OTU_00507","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,0,0,0,0,0,0,0,0.05,0.01,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"412","OTU_00524","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424",NA,NA,0,0,0,0,0,0,0.01,0.1,0,0,0,0.01,0.08,0.31,0,0.06,0,0.04,0,0,0,0,0,0,0,0.01,0,0
"414","OTU_00526","Bacteria","TM7","TM7-1","unclassified","unclassified",NA,NA,0,0.07,0,0.01,0,0.35,0,0.68,0.05,0.04,0,0.01,0,0.04,0,0.5,0,0.06,0,0.01,0,0.04,0.02,0.21,0,0.11,0,0.45
"425","OTU_00545","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA,0.09,0,0,0,0,0.01,0.01,0.13,0.01,0,0,0,0,0,0.06,0.04,0,0,0,0,0.01,0,0,0,0,0,0.02,0
"432","OTU_00559","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,0,0,0,0,0.16,0,0.01,0.13,0.09,0,0,0,0,0,0.22,0.01,0,0,0.01,0,0.01,0,0.23,0,0,0,0.01,0
"438","OTU_00570","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"439","OTU_00571","Bacteria","Proteobacteria","Betaproteobacteria","Procabacteriales","Procabacteriaceae",NA,NA,0,0,0.02,0.01,0,0,0,0.04,0,0.06,0,0,0.06,0,0,0.02,0,0.04,0,0,0,0,0.18,0.01,0,0.12,0,0
"445","OTU_00580","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomondales","gamIII",NA,NA,0,0,0,0,0,0,0,0.01,0,0.01,0,0.05,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0
"449","OTU_00589","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae",NA,NA,0,0,0,0,0.07,0,0,0,0,0,0,0,0.52,0.02,0,0,0,0,0.01,0,0,0,0.02,0.06,0,0,0,0
"456","OTU_00596","Bacteria","Proteobacteria","Betaproteobacteria","Ellin6067","unclassified",NA,NA,0,0.03,0,0,0,0,0,0.03,0,0.01,0,0.02,0,0.02,0,0.07,0,0.07,0.1,0,0,0,0.02,0.03,0.01,0.01,0,0
"457","OTU_00598","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","unclassified",NA,NA,0,0,0,0.09,0,0.03,0.09,0.14,0,0.05,0.03,0.08,0.07,0.04,0,0.15,0,0.02,0,0,0.16,0.04,0.01,0,0.01,0.23,0,0
"460","OTU_00600","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,0,0,0,0,0,0,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","OTU_00605","Bacteria","TM7","TM7-3","EW055","unclassified",NA,NA,0,0,0,0,0,0.01,0,0.16,0,0,0,0.01,0,0.01,0,0.02,0,0.13,0,0.01,0,0.01,0,0.34,0,0,0,0
"476","OTU_00642","Bacteria","Chloroflexi","Anaerolineae","SHA-20","unclassified",NA,NA,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.03,0,0,0,0,0
"477","OTU_00647","Bacteria","Actinobacteria","Actinobacteria","unclassified","unclassified",NA,NA,0,0.18,0,0.01,0,0.01,0,0.06,0,0,0,0,0,0.02,0,0.02,0,0,0,0.32,0,0.01,0,0.01,0,0.27,0,0
"478","OTU_00648","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","OTU_00676","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA,0,0.01,0.02,0.29,0,0.02,0,0.03,0,0.02,0,0.03,0,0.1,0,0.07,0,0.11,0,0.05,0,0,0,0,0,0.01,0,0
"484","OTU_00678","Bacteria","Spirochaetes","Spirochaetes","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0
"488","OTU_00688","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA,0,0,0,0.06,0,0.08,0.15,0.26,0,0.38,0,0.03,0,0.01,0,0.18,0,0,0,0,0,0.03,0,0.03,0,0.99,0.03,0
"489","OTU_00689","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","125ds10",NA,NA,0,0.01,0,0,0,0.02,0,0.04,0,0,0.02,0.01,0.05,0,0.18,0.01,0,0,0,0.01,0,0,0,0,0,0.02,0,0
"490","OTU_00695","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae",NA,NA,0,0,0,0,0,0.01,0,0.02,0,0.01,0,0.05,0,0,0.01,0.02,0,0.13,0,0,0,0,0,0,0.01,0.06,0,0.01
"493","OTU_00704","Bacteria","Proteobacteria","Deltaproteobacteria","MIZ46","unclassified",NA,NA,0,0,0,0.06,0,0,0,0.15,0,0,0,0.01,0,0.12,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0
"497","OTU_00722","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",NA,NA,0,0,0,0,0,0,0.02,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"499","OTU_00725","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","SB-1",NA,NA,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","OTU_00727","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae",NA,NA,0,0,0,0,0.02,0.13,0,0.01,0,0,0,0,0,0,0.09,0.01,0,0,0.04,0,0,0,0.02,0.04,0,0,0,0.01
"510","OTU_00748","Bacteria","Proteobacteria","Alphaproteobacteria","BD7-3","unclassified",NA,NA,0,0,0,0,0,0.01,0.01,0.14,0,0.01,0,0,0,0.02,0,0.14,0,0.05,0,0,0,0,0.01,0.12,0,0,0,0.01
"515","OTU_00765","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA,NA,0,0,0.02,0,0.07,0,0,0,0.05,0,0.01,0.02,0,0,0.03,0,0.05,0,0,0,0,0,0.01,0.01,0,0.02,0,0
"516","OTU_00768","Bacteria","TM7","SC3","unclassified","unclassified",NA,NA,0,0,0,0.01,0,0.01,0,0.2,0,0.01,0,0,0,0.11,0,0.02,0,0,0,0,0,0.01,0,0.03,0,0.01,0,0
"519","OTU_00771","Bacteria","Gemmatimonadetes","Gemm-4","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","OTU_00779","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA,0,0,0.02,0,0,0,0.01,0.02,0.02,0.01,0,0.01,0,0.04,0,0.03,0,0.01,0,0,0,0,0,0,0,0.05,0,0.01
"522","OTU_00786","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae",NA,NA,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","OTU_00819","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae",NA,NA,0,0,0.08,0.12,0,0.04,0,0.24,0.01,0,0,0.01,0,0.12,0.04,0.05,0,0.03,0.01,0,0,0,0.03,0.15,0,0.07,0,0.01
"537","OTU_00846","Bacteria","Firmicutes","Bacilli","Bacillales","unclassified",NA,NA,0,0,0,0.11,0,0,0.02,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","OTU_00869","Bacteria","OD1","ZB2","unclassified","unclassified",NA,NA,0,0.02,0,0.02,0,0.08,0,0.12,0,0.08,0,0.01,0,0.26,0,0.36,0,0.01,0,0,0,0.01,0,0.74,0,0.13,0,0.15
"542","OTU_00873","Bacteria","Planctomycetes","ODP123","T8-B82","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
"543","OTU_00880","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae",NA,NA,0,0.08,0,0,0,0.09,0,0.04,0,0.01,0,0.06,0,0.02,0,0.02,0,0.01,0,0,0,0.03,0,0.03,0,0.07,0.08,0.14
"544","OTU_00886","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","bacIV",NA,NA,0,0,0.02,0,0,0.01,0,0.05,0,0,0.01,0.02,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"550","OTU_00908","Bacteria","OD1","Mb-NB09","unclassified","unclassified",NA,NA,0,0,0,0,0,0.01,0,0,0,0.01,0,0.02,0,0.01,0,0.03,0,0.04,0,0,0,0,0,0.01,0,0,0,0
"552","OTU_00913","Bacteria","Gemmatimonadetes","Gemm-2","unclassified","unclassified",NA,NA,0,0,0,0,0.07,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.26,0,0,0,0
"553","OTU_00914","Bacteria","Bacteroidetes","Rhodothermi","Rhodothermales","Balneolaceae",NA,NA,0,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0.01
"555","OTU_00920","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA,NA,0.01,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.01,0,0
"558","OTU_00926","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified",NA,NA,0,0,0,0,0.19,0,0.01,0.72,0,0.01,0.01,0,0.06,0.16,0.06,0.03,0,0.01,0.01,0,0.01,0,0,0.04,0,0.02,0,0
"560","OTU_00935","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"561","OTU_00940","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae",NA,NA,0,0,0.03,0,0.02,0,0,0.01,0.04,0,0,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0.02,0,0
"562","OTU_00942","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","unclassified",NA,NA,0,0,0,0,0,0.01,0,0.04,0,0,0,0,0,0.08,0,0.01,0.1,0,0,0.07,0,0,0,0.07,0,0.01,0,0
"563","OTU_00946","Bacteria","Chloroflexi","Gitt-GS-136","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
"564","OTU_00951","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae",NA,NA,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","OTU_00963","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA,0,0,0,0.01,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"571","OTU_00979","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI",NA,NA,0,0.32,0.4,2.68,16.79,1.05,0.04,3.09,0.05,3.01,0.07,2.43,9.96,0.76,1.85,8.7,0.19,0.53,4.15,0.04,4.17,12.95,0,0.3,3.67,14.45,0,0
"572","OTU_00985","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Mamiellaceae",NA,NA,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"573","OTU_00986","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae",NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0
"574","OTU_00988","Bacteria","TM7","TM7-3","unclassified","unclassified",NA,NA,0,0,0,0,0,0.03,0,0.13,0,0,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.02
"575","OTU_00998","Bacteria","Proteobacteria","Gammaproteobacteria","HTCC2188","HTCC2089",NA,NA,0,0.01,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.02,0,0,0,0.03,0,0,0,0
"2","OTU_01009","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40",NA,NA,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.03,0,0.07,0,0,0,0.08,0,0,0,0.2,0,0.01,0,0
"5","OTU_01025","Bacteria","Fibrobacteres","TG3","TG3-2","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","OTU_01036","Bacteria","Bacteroidetes","Saprospirae","Saprospirales","unclassified",NA,NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.06,0,0,0,0,0
"9","OTU_01037","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae",NA,NA,0,0,0,0.13,0,0,0.01,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","OTU_01050","Bacteria","Cyanobacteria","Synechococcophycideae","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"16","OTU_01072","Bacteria","Verrucomicrobia","Methylacidiphilae","Methylacidiphilales","LD19",NA,NA,0,0,0,0.06,0,0.01,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
"20","OTU_01095","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae",NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","OTU_01100","Bacteria","Chloroflexi","Anaerolineae","MSB-1E9","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
"23","OTU_01107","Bacteria","Chloroflexi","Ellin6529","unclassified","unclassified",NA,NA,0,0.01,0,0,0,0,0.02,0.09,0,0,0,0,0,0.01,0.21,0.04,0,0.01,0.03,0.21,0,0,0,0,0,0,0,0
"25","OTU_01108","Bacteria","Acidobacteria","Chloracidobacteria","RB41","Ellin6075",NA,NA,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0.01,0,0.01,0.02,0,0,0,0,0,0,0,0,0
"26","OTU_01110","Bacteria","Chloroflexi","Anaerolineae","GCA004","unclassified",NA,NA,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0
"27","OTU_01122","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA,NA,0,0,0,0.06,0,0.13,0.01,0.29,0,0.06,0,0.07,0,0.02,0,0.06,0.03,0.37,0.01,0.01,0,0.01,0,0.17,0,0.09,0.03,0.03
"29","OTU_01131","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae",NA,NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0.03,0,0,0.02,0.01,0,0,0.01,0,0,0,0,0
"30","OTU_01140","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae",NA,NA,0,0.01,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0.06,0,0,0,0,0.02,0.03,0,0,0.01,0
"31","OTU_01142","Bacteria","Fibrobacteres","TG3","TG3-1","MAT-CR-H6-H10",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
"32","OTU_01148","Bacteria","Thermi","Deinococci","Thermales","Thermaceae",NA,NA,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","OTU_01151","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae",NA,NA,0,0,0,0,0.07,0,0.04,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,0
