"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BBE","BBW","BRE","BRW","CBE","CBW","EUE","EUW","FRE","FRW","IJE","IJW","LOE","LOW","MAE","MAW","MME","MMW","POE","POW","RME","RMW","SCE","SCW","TXE","TXW","VIE","VIW"
"230","OTU_04414","Bacteria","MVP-21","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"231","OTU_04430","Bacteria","TM7","TM7-3","I025",NA,NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"232","OTU_04551","Bacteria","GOUTA4","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","OTU_04555","Bacteria","Elusimicrobia","Elusimicrobia","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","OTU_04575","Bacteria","Proteobacteria","Deltaproteobacteria","Entotheonellales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"235","OTU_04609","Bacteria","TM6","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","OTU_04667","Bacteria","Gemmatimonadetes","Gemmatimonadetes","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","OTU_04669","Bacteria","Acidobacteria","iii1-8","DS-18",NA,NA,NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","OTU_04698","Bacteria","Chloroflexi","Dehalococcoidetes","GIF9",NA,NA,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","OTU_04702","Bacteria","Chloroflexi","MVP-21","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","OTU_04717","Bacteria","WPS-2","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","OTU_04912","Bacteria","GN02","GN07","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","OTU_05059","Bacteria","OP3","BD4-9","unclassified",NA,NA,NA,0,0,0,0.02,0,0,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0.02,0,0
"247","OTU_05181","Bacteria","LCP-89","SAW1_B44","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","OTU_05243","Bacteria","Chloroflexi","P2-11E","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","OTU_05290","Bacteria","Chloroflexi","S085","unclassified",NA,NA,NA,0,0,0,0,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","OTU_05299","Bacteria","Cyanobacteria","4C0d-2","YS2",NA,NA,NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"254","OTU_05330","Bacteria","Acidobacteria","EC1113","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","OTU_05334","Bacteria","FCPU426","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","OTU_05337","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257","OTU_05358","Bacteria","Acidobacteria","Acidobacteria-5","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","OTU_05415","Bacteria","Elusimicrobia","Elusimicrobia","FAC88",NA,NA,NA,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","OTU_05436","Bacteria","Cyanobacteria","4C0d-2","MLE1-12",NA,NA,NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"261","OTU_05544","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Ellin5290",NA,NA,NA,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","OTU_05546","Bacteria","OP3","koll11","GIF10",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","OTU_05605","Bacteria","Gemmatimonadetes","Gemm-3","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","OTU_05629","Bacteria","Tenericutes","Mollicutes","RF39",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","OTU_05732","Bacteria","Spirochaetes","Spirochaetes","Sphaerochaetales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","OTU_05764","Bacteria","OP11","WCHB1-64","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","OTU_05786","Bacteria","Synergistetes","Synergistia","Synergistales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","OTU_05825","Bacteria","OP11","OP11-3","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"274","OTU_05861","Bacteria","Chlorobi","BSV26","C20",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"275","OTU_05888","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"277","OTU_05901","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales",NA,NA,NA,0.02,0.01,0.5,0.12,2.41,0.04,0.02,0.27,1.21,0.04,1.48,0.11,11.46,0.01,4.83,0.3,0.92,0.01,1.56,0.01,0.4,0.01,0.04,0.02,0.11,0.04,0.09,0
"278","OTU_05918","Bacteria","SAR406","AB16","SSW63Au",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
"279","OTU_05924","Bacteria","WS3","PRR-12","Sediment-1",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"280","OTU_05930","Bacteria","Proteobacteria","Deltaproteobacteria","DTB120",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"283","OTU_06021","Bacteria","Elusimicrobia","Endomicrobia","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","OTU_06032","Bacteria","Chloroflexi","Thermomicrobia","AKYG1722",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","OTU_06099","Bacteria","SC4","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","OTU_06138","Bacteria","Proteobacteria","Betaproteobacteria","SBla14",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","OTU_06142","Bacteria","Spirochaetes","MVP-15","PL-11B10",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","OTU_06185","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","OTU_06548","Bacteria","Chloroflexi","Anaerolineae","SB-34",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"294","OTU_06571","Bacteria","Acidobacteria","AT-s54","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","OTU_06623","Bacteria","OP3","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","OTU_06788","Bacteria","Proteobacteria","Betaproteobacteria","IS-44",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","OTU_07037","Bacteria","Chloroflexi","TK10","AKYG885",NA,NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","OTU_07190","Bacteria","WS2","SHA-109","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","OTU_07369","Bacteria","Armatimonadetes","Armatimonadia","FW68",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","OTU_07370","Bacteria","Firmicutes","Bacilli","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","OTU_07464","Bacteria","Acidobacteria","Solibacteres","JH-WHS99",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","OTU_07560","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales",NA,NA,NA,0,0.01,0.03,0.46,0.07,0.26,0.78,0.29,0,0.49,0,0.19,0,0.08,0.07,2.57,0.02,0.03,0.01,0.05,1.6,0.44,0.1,0.09,0.09,3.58,0,0
"310","OTU_07628","Bacteria","Planctomycetes","vadinHA49","DH61",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"315","OTU_08074","Bacteria","AD3","ABS-6","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","OTU_08138","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,0.03,0,0,0.24,1.04,0.01,0.22,0.22,1.11,0.02,0.16,0,0.01,0,0.41,0.07,0.07,0.08,0.89,0,0.04,0,0.82,0.11,0.03,0,0.1,0
"318","OTU_08264","Bacteria","OP11","OP11-4","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","OTU_08398","Bacteria","Gemmatimonadetes","Gemmatimonadetes","C114",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","OTU_08455","Bacteria","WS3","PRR-12","PBS-III-9",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","OTU_08719","Bacteria","Proteobacteria","Deltaproteobacteria","NKB15",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","OTU_08943","Bacteria","Fibrobacteres","Fibrobacteria","Ucp1540",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","OTU_08979","Bacteria","Chloroflexi","SAR202","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","OTU_09072","Bacteria","OP8","OP8_1","SHA-124",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","OTU_09209","Bacteria","Planctomycetes","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","OTU_09270","Bacteria","Firmicutes","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"337","OTU_09607","Bacteria","OP8","OP8_2","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","OTU_09611","Bacteria","Tenericutes","Mollicutes","RsaHF231",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","OTU_09627","Bacteria","Proteobacteria","Betaproteobacteria","A21b",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","OTU_10102","Bacteria","Verrucomicrobia","Verruco-5","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","OTU_10112","Bacteria","Planctomycetes","BD7-11","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","OTU_10298","Bacteria","Chloroflexi","Dehalococcoidetes","Dehalococcoidales",NA,NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","OTU_10460","Bacteria","OP3","PBS-25","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"9","OTU_10505","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales",NA,NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"12","OTU_10751","Bacteria","OP8","OP8_1","HMMVPog-54",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"16","OTU_11074","Bacteria","GN02","IIB17","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","OTU_11524","Archaea","Parvarchaeota","Micrarchaea","Micrarchaeles",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","OTU_11804","Bacteria","Proteobacteria","Alphaproteobacteria","alfVI",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","OTU_11928","Bacteria","Gemmatimonadetes","Gemm-5","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","OTU_12260","Bacteria","TM7","TM7-3","Blgi18",NA,NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"31","OTU_12264","Bacteria","Lentisphaerae","Lentisphaeria","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","OTU_13347","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","OTU_13530","Bacteria","NC10","12-24","JH-WHS47",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","OTU_13550","Bacteria","Planctomycetes","028H05-P-BN-P5","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","OTU_13897","Bacteria","OP11","WCHB1-64","K2-4-19",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","OTU_14747","Bacteria","WS6","SC72","WCHB1-15",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"54","OTU_14939","Bacteria","Proteobacteria","Epsilonproteobacteria","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","OTU_14941","Bacteria","Proteobacteria","Zetaproteobacteria","Mariprofundales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","OTU_15159","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","OTU_15746","Bacteria","Bacteroidetes","At12OctB3","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","OTU_15915","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales",NA,NA,NA,0.03,0,0,0.01,1.27,0.01,0.04,0.01,0.03,0,0,0,0.05,0,0.01,0.01,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0
"62","OTU_15916","Bacteria","Elusimicrobia","OP2","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","OTU_16251","Bacteria","Proteobacteria","Alphaproteobacteria","RF32",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","OTU_16327","Bacteria","TM7","MJK10","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","OTU_16781","Bacteria","Lentisphaerae","Lentisphaeria","Z20",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","OTU_17290","Bacteria","SAR406","AB16","Arctic96B-7",NA,NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","OTU_17389","Bacteria","Planctomycetes","OM190","agg27",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","OTU_17512","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","OTU_17858","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified",NA,NA,NA,2.92,0.1,0.06,0.23,2.06,0.69,0.03,0.31,0.08,0.02,0.24,0.03,0.16,0.25,0,0.22,0.01,0.07,0.91,0.06,1.06,0.02,5.2,0.85,0.01,0.05,0.3,0.2
"86","OTU_18189","Bacteria","AC1","HDBW-WB69","unclassified",NA,NA,NA,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","OTU_19375","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales",NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01
"95","OTU_19653","Bacteria","Proteobacteria","Betaproteobacteria","MKC10",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"97","OTU_19754","Bacteria","Chloroflexi","Dehalococcoidetes","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","OTU_22150","Bacteria","SAR406","AB16","ZA3648c",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","OTU_22240","Bacteria","Tenericutes","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","OTU_22298","Bacteria","Firmicutes","Clostridia","OPB54",NA,NA,NA,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","OTU_29108","Bacteria","Actinobacteria","Thermoleophilia","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","OTU_29125","Bacteria","OP3","koll11","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","OTU_29201","Bacteria","Chloroflexi","C0119","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","OTU_29740","Bacteria","Acidobacteria","iii1-8","32-20",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","OTU_29756","Bacteria","Acidobacteria","OS-K","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","OTU_31999","Bacteria","Proteobacteria","TA18","CV90",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"176","OTU_32529","Bacteria","GN02","GN10","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","OTU_35176","Bacteria","Firmicutes","Clostridia","Halanaerobiales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","OTU_35496","Bacteria","Proteobacteria","Deltaproteobacteria","MBNT15",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0
"200","OTU_35943","Bacteria","NC10","12-24","Methylomirabiliales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
