"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BBE","BBW","BRE","BRW","CBE","CBW","EUE","EUW","FRE","FRW","IJE","IJW","LOE","LOW","MAE","MAW","MME","MMW","POE","POW","RME","RMW","SCE","SCW","TXE","TXW","VIE","VIW"
"340","OTU_00988","Bacteria","TM7","TM7-3","unclassified",NA,NA,NA,0,0,0,0,0,0.03,0,0.13,0,0,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.02
"341","OTU_00998","Bacteria","Proteobacteria","Gammaproteobacteria","HTCC2188",NA,NA,NA,0,0.01,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.02,0,0,0,0.03,0,0,0,0
"4","OTU_01025","Bacteria","Fibrobacteres","TG3","TG3-2",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","OTU_01050","Bacteria","Cyanobacteria","Synechococcophycideae","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"11","OTU_01072","Bacteria","Verrucomicrobia","Methylacidiphilae","Methylacidiphilales",NA,NA,NA,0,0,0,0.06,0,0.01,0,0.06,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
"13","OTU_01095","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales",NA,NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","OTU_01100","Bacteria","Chloroflexi","Anaerolineae","MSB-1E9",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
"15","OTU_01107","Bacteria","Chloroflexi","Ellin6529","unclassified",NA,NA,NA,0,0.01,0,0,0,0,0.02,0.09,0,0,0,0,0,0.01,0.21,0.04,0,0.01,0.03,0.21,0,0,0,0,0,0,0,0
"17","OTU_01110","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0
"18","OTU_01122","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales",NA,NA,NA,0,0,0,0.07,0,0.13,0.06,0.48,0,0.08,0.02,0.09,0.24,0.07,0,0.22,0.03,0.54,0.01,0.01,0.02,0.02,0,0.19,0.02,0.1,0.03,0.03
"19","OTU_01131","Bacteria","Nitrospirae","Nitrospira","Nitrospirales",NA,NA,NA,0,0,0,0,0,0,0.01,0.06,0,0,0,0,0,0.03,0,0.06,0,0,0.02,0.01,0,0,0.01,0.01,0,0,0,0
"20","OTU_01142","Bacteria","Fibrobacteres","TG3","TG3-1",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
"21","OTU_01148","Bacteria","Thermi","Deinococci","Thermales",NA,NA,NA,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","OTU_01163","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified",NA,NA,NA,0,0,0,0.02,0.07,0.02,0,0.04,0,0.02,0,0.01,0.01,0,0,0.03,0,0.05,0,0,0,0,0,0.01,0.01,0.01,0.01,0
"24","OTU_01178","Bacteria","ZB3","BS119","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0.01,0,0.02,0,0.02,0,0,0,0,0,0.02,0,0,0,0
"26","OTU_01192","Bacteria","Acidobacteria","Acidobacteria-6","CCU21",NA,NA,NA,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0.11,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0
"28","OTU_01198","Bacteria","Chloroflexi","Anaerolineae","Caldilineales",NA,NA,NA,0,0,0,0,0.69,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"32","OTU_01249","Bacteria","GN02","GKS2-174","unclassified",NA,NA,NA,0,0,0,0.01,0,0.01,0,0.02,0,0.01,0,0,0,0.03,0,0.06,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01
"33","OTU_01281","Bacteria","Acidobacteria","S035","unclassified",NA,NA,NA,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","OTU_01339","Bacteria","Kazan-3B-28","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0
"37","OTU_01347","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA,NA,8.4,0.79,43.21,0.18,1.5,3.12,0.02,0.53,0.08,0.33,0.18,0.35,1.27,1.61,0.52,0.31,0.1,1.11,10.02,0.23,18.03,0.03,0.17,4.26,0.9,0.41,0.33,1.61
"39","OTU_01352","Bacteria","OD1","SM2F11","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.03,0,0.11,0,0,0,0,0,0,0,0.01,0,0,0,0
"42","OTU_01358","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales",NA,NA,NA,0,0.01,0.02,0.11,0,0.03,0,0.04,0,0,0,0.01,0,0.03,0,0,0.02,0.03,0.01,0,0,0,0,0.03,0,0.01,0,0
"43","OTU_01386","Bacteria","TM6","SBRH58","unclassified",NA,NA,NA,0,0,0,0.01,0,0.02,0.01,0.05,0,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0.02,0.02,0,0.01,0,0
"46","OTU_01402","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales",NA,NA,NA,0.01,0,0,0,0.69,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0.02,0.02,0,0,0.06,0
"47","OTU_01432","Bacteria","Tenericutes","Mollicutes","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","OTU_01436","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.04,0,0.04,0,0,0.01,0,0,0,0.02,0.08,0,0,0,0
"49","OTU_01439","Bacteria","Firmicutes","Bacilli","Turicibacterales",NA,NA,NA,0,0,0.04,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","OTU_01460","Bacteria","Proteobacteria","Gammaproteobacteria","Marinicellales",NA,NA,NA,0,0,0,0,0.14,0.02,0,0,0,0,0,0,0,0,0,0.05,0,0,0.03,0,0,0,0.01,0,0.01,0,0.01,0
"53","OTU_01493","Bacteria","Proteobacteria","Gammaproteobacteria","34P16",NA,NA,NA,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","OTU_01522","Bacteria","WS6","SC72","unclassified",NA,NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.02,0,0,0,0.01
"58","OTU_01538","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","OTU_01547","Bacteria","Acidobacteria","Solibacteres","Solibacterales",NA,NA,NA,0,0.01,0,0,0,0,0.01,0.03,0,0,0,0,0,0.02,0.07,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0,0
"67","OTU_01630","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales",NA,NA,NA,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.01,0,0.02,0
"69","OTU_01633","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0
"70","OTU_01635","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales",NA,NA,NA,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","OTU_01654","Bacteria","OD1","ABY1","unclassified",NA,NA,NA,0,0,0,0.02,0,0.01,0,0.01,0,0.02,0,0.01,0,0.02,0,0.19,0,0,0,0,0,0,0,0.06,0,0.01,0,0.01
"72","OTU_01666","Bacteria","Gemmatimonadetes","Gemm-1","unclassified",NA,NA,NA,0,0.01,0,0,0,0,0,0.01,0,0,0.03,0,0,0,0.04,0.02,0,0,0.06,0.08,0,0,0,0,0,0,0,0
"73","OTU_01670","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"75","OTU_01692","Bacteria","Chloroflexi","Anaerolineae","H39",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"76","OTU_01708","Bacteria","Proteobacteria","Deltaproteobacteria","Sva0853",NA,NA,NA,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"81","OTU_01766","Bacteria","Chlorobi","BSV26","VC38",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.04,0,0.01,0,0,0,0,0,0.01,0,0,0,0
"83","OTU_01789","Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","OTU_01796","Bacteria","GN02","BB34","unclassified",NA,NA,NA,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0
"88","OTU_01851","Bacteria","BRC1","PRR-11","unclassified",NA,NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","OTU_01883","Bacteria","Bacteroidetes","VC2_1_Bac22","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"90","OTU_01893","Bacteria","GN02","3BR-5F","unclassified",NA,NA,NA,0,0,0,0,0.02,0.01,0,0.06,0,0.01,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0.01,0,0.02,0,0.01
"91","OTU_01937","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA,NA,0,0,0,0,0,0,0.02,0,0.12,0,0.04,0,0,0,0.24,0.01,0,0,0.02,0,0,0,0.01,0,0,0,0,0
"98","OTU_01999","Bacteria","Chloroflexi","Chloroflexi","Chloroflexales",NA,NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","OTU_02024","Bacteria","Actinobacteria","OPB41","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0
"101","OTU_02083","Bacteria","Firmicutes","Bacilli","Gemellales",NA,NA,NA,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","OTU_02103","Bacteria","Chloroflexi","Anaerolineae","pLW-97",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","OTU_02125","Bacteria","Hyd24-12","WM88","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"104","OTU_02130","Bacteria","Proteobacteria","Betaproteobacteria","ASSO-13",NA,NA,NA,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","OTU_02139","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","OTU_02156","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales",NA,NA,NA,0,0,0,0,0.44,0,0,0.08,0,0.01,0,0.01,0,0.02,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
"108","OTU_02160","Bacteria","WS5","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0.01,0,0.02
"115","OTU_02259","Bacteria","Cyanobacteria","Chloroplast","Haptophyceae",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"116","OTU_02263","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales",NA,NA,NA,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","OTU_02325","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","OTU_02328","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"120","OTU_02349","Bacteria","Cyanobacteria","4C0d-2","SM1D11",NA,NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"121","OTU_02351","Bacteria","WS6","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"122","OTU_02363","Bacteria","Chloroflexi","TK17","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"123","OTU_02368","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales",NA,NA,NA,0,0,0.01,0.02,0,0.03,0.01,0.15,0,0,0.01,0,0,0.15,0.16,0.04,0,0.01,0.01,0,0,0,0,0.07,0,0.03,0,0
"124","OTU_02373","Bacteria","Tenericutes","CK-1C4-19","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"126","OTU_02410","Bacteria","Verrucomicrobia","Verruco-5","LD1-PB3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
"127","OTU_02472","Bacteria","Chloroflexi","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","OTU_02511","Bacteria","OP11","WCHB1-64","d153",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"130","OTU_02563","Bacteria","Acidobacteria","Sva0725","Sva0725",NA,NA,NA,0,0,0,0,0.14,0,0,0.01,0,0,0,0,0,0,0.04,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"131","OTU_02569","Bacteria","AD3","JG37-AG-4","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","OTU_02580","Bacteria","Cyanobacteria","4C0d-2","SM2F09",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0
"133","OTU_02662","Bacteria","Verrucomicrobia","unclassified","unclassified",NA,NA,NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","OTU_02682","Bacteria","Proteobacteria","Betaproteobacteria","Gallionellales",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"136","OTU_02683","Bacteria","Verrucomicrobia","Verruco-5","MSBL3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","OTU_02788","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales",NA,NA,NA,0,0,0.06,0.01,0,0.01,0,0.02,0,0.01,0.01,0.03,0.06,0.01,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0
"139","OTU_02804","Bacteria","TM6","SJA-4","S1198",NA,NA,NA,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"140","OTU_02808","Bacteria","Acidobacteria","BPC102","B110",NA,NA,NA,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","OTU_02822","Bacteria","TM6","F38","unclassified",NA,NA,NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","OTU_02836","Bacteria","Elusimicrobia","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","OTU_02863","Bacteria","WS6","SC72","MAT-CR-H2-G03",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01
"146","OTU_02907","Bacteria","WS6","SC72","A-2AF",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0
"150","OTU_02913","Bacteria","Proteobacteria","Betaproteobacteria","MND1",NA,NA,NA,0,0.01,0,0,0.12,0,0,0.08,0,0,0,0,0,0.03,0,0.03,0,0.01,0,0.01,0,0,0,0.02,0,0,0,0
"152","OTU_02931","Bacteria","Elusimicrobia","Elusimicrobia","IIb",NA,NA,NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.02,0,0,0,0
"154","OTU_02940","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87",NA,NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0
"155","OTU_02946","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","OTU_02971","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified",NA,NA,NA,0.02,0.1,0.41,0.71,0.76,3.3,0.04,0.76,0,0.77,0,0.54,0.04,0.16,0.07,0.38,9.58,0.21,0.04,0.49,0.04,0.28,0.06,2.88,0.05,1.82,0.01,0.07
"162","OTU_03006","Bacteria","OC31","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","OTU_03013","Bacteria","Fibrobacteres","Fibrobacteria","258ds10",NA,NA,NA,0,0,0,0,0,0.01,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","OTU_03019","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","OTU_03022","Bacteria","TM6","SJA-4","unclassified",NA,NA,NA,0,0,0,0,0.12,0.04,0,0.28,0.01,0.01,0,0,0,0.04,0,0.04,0,0.02,0.04,0.01,0,0,0,0.08,0,0.05,0.01,0
"166","OTU_03030","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","OTU_03037","Bacteria","Gemmatimonadetes","Gemmatimonadetes","N1423WL",NA,NA,NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","OTU_03085","Bacteria","TM7","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"170","OTU_03105","Bacteria","WS6","B142","unclassified",NA,NA,NA,0,0,0,0,0,0.02,0,0.04,0,0.01,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0.01,0,0,0,0.01
"174","OTU_03212","Bacteria","Planctomycetes","OM190","CL500-15",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","OTU_03215","Bacteria","Cyanobacteria","Nostocophycideae","Nostocales",NA,NA,NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","OTU_03314","Bacteria","Verrucomicrobia","Methylacidiphilae","S-BQ2-57",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","OTU_03398","Bacteria","Acidobacteria","Chloracidobacteria","RB41",NA,NA,NA,0,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0.01,0,0.01,0.02,0,0,0,0,0,0,0,0,0
"185","OTU_03425","Bacteria","Actinobacteria","MB-A2-108","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","OTU_03428","Bacteria","Firmicutes","Clostridia","unclassified",NA,NA,NA,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","OTU_03439","Bacteria","Chloroflexi","Chloroflexi","AKIW781",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","OTU_03469","Bacteria","GAL15","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","OTU_03509","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales",NA,NA,NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"192","OTU_03514","Bacteria","Planctomycetes","Phycisphaerae","CPla-3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","OTU_03545","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45",NA,NA,NA,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","OTU_03565","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales",NA,NA,NA,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","OTU_03644","Bacteria","Planctomycetes","Planctomycetia","Pirellulales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"202","OTU_03665","Bacteria","Chloroflexi","Ktedonobacteria","B12-WMSP1",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","OTU_03694","Bacteria","Chlorobi","SJA-28","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"204","OTU_03702","Bacteria","Acidobacteria","Chloracidobacteria","DS-100",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","OTU_03742","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA,0,0,0,0,0,0,0.02,0.16,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","OTU_03814","Bacteria","Proteobacteria","Deltaproteobacteria","PB19",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","OTU_03894","Bacteria","Planctomycetes","Phycisphaerae","AKAU3564",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","OTU_03982","Bacteria","Chloroflexi","Anaerolineae","DRC31",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"216","OTU_04038","Bacteria","Chloroflexi","TK10","B07_WMSP1",NA,NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","OTU_04088","Bacteria","OD1","unclassified","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"221","OTU_04180","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales",NA,NA,NA,0.01,8.02,0,1.72,0.19,1.99,0.02,1.27,0,0.39,0,0.56,0,4.24,0.4,0.78,0.13,0.17,0.23,4.32,0.01,0.12,0.04,8.79,0.01,0.24,0.07,0.01
"222","OTU_04191","Bacteria","Chloroflexi","Chloroflexi","Herpetosiphonales",NA,NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","OTU_04265","Bacteria","Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"224","OTU_04275","Bacteria","Verrucomicrobia","Opitutae","unclassified",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","OTU_04322","Bacteria","Acidobacteria","DA052","Ellin6513",NA,NA,NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","OTU_04386","Bacteria","Proteobacteria","Alphaproteobacteria","Ellin329",NA,NA,NA,0,0.02,0,0,0,0.03,0,0.15,0,0,0,0,0,0.39,0,0.04,0,0,0.05,0.06,0,0,0,0.04,0,0.01,0,0
"227","OTU_04397","Bacteria","Proteobacteria","Deltaproteobacteria","BPC076",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","OTU_04400","Bacteria","Proteobacteria","Gammaproteobacteria","Thiohalorhabdales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0
