"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BBE","BBW","BRE","BRW","CBE","CBW","EUE","EUW","FRE","FRW","IJE","IJW","LOE","LOW","MAE","MAW","MME","MMW","POE","POW","RME","RMW","SCE","SCW","TXE","TXW","VIE","VIW"
"419","OTU_02544","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylosarcina",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","OTU_02563","Bacteria","Acidobacteria","Sva0725","Sva0725","unclassified","unclassified",NA,0,0,0,0,0.14,0,0,0.01,0,0,0,0,0,0,0.04,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"421","OTU_02569","Bacteria","AD3","JG37-AG-4","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","OTU_02574","Bacteria","Bacteroidetes","Saprospirae","Saprospirales","Saprospiraceae","Lewinella",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"423","OTU_02577","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","CL0-1",NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","OTU_02580","Bacteria","Cyanobacteria","4C0d-2","SM2F09","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0
"432","OTU_02635","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","OTU_02662","Bacteria","Verrucomicrobia","unclassified","unclassified","unclassified","unclassified",NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","OTU_02664","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio",NA,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","OTU_02682","Bacteria","Proteobacteria","Betaproteobacteria","Gallionellales","Gallionellaceae","Gallionella",NA,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"442","OTU_02683","Bacteria","Verrucomicrobia","Verruco-5","MSBL3","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","OTU_02691","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA,0,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"446","OTU_02709","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","OTU_02727","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Yeosuana",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","OTU_02739","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Uliginosibacterium",NA,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"453","OTU_02752","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Persicitalea",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"454","OTU_02753","Bacteria","Proteobacteria","Gammaproteobacteria","Marinicellales","Marinicellaceae","Marinicella",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"455","OTU_02788","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta",NA,0,0,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"456","OTU_02791","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","unclassified",NA,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","OTU_02804","Bacteria","TM6","SJA-4","S1198","unclassified","unclassified",NA,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"459","OTU_02808","Bacteria","Acidobacteria","BPC102","B110","unclassified","unclassified",NA,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","OTU_02822","Bacteria","TM6","F38","unclassified","unclassified","unclassified",NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","OTU_02836","Bacteria","Elusimicrobia","unclassified","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","OTU_02849","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae","unclassified",NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","OTU_02863","Bacteria","WS6","SC72","MAT-CR-H2-G03","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01
"466","OTU_02869","Bacteria","Firmicutes","Clostridia","Clostridiales","Acidaminobacteraceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","OTU_02870","Bacteria","OP3","koll11","GIF10","kpj58rc","unclassified",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","OTU_02880","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Anaerospora",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","OTU_02899","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacter",NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","OTU_02907","Bacteria","WS6","SC72","A-2AF","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0
"478","OTU_02913","Bacteria","Proteobacteria","Betaproteobacteria","MND1","unclassified","unclassified",NA,0,0.01,0,0,0.12,0,0,0.08,0,0,0,0,0,0.03,0,0.03,0,0.01,0,0.01,0,0,0,0.02,0,0,0,0
"481","OTU_02924","Bacteria","Bacteroidetes","Rhodothermi","Rhodothermales","Balneolaceae","KSA1",NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"483","OTU_02931","Bacteria","Elusimicrobia","Elusimicrobia","IIb","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.02,0,0,0,0
"485","OTU_02940","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0
"487","OTU_02944","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Simkaniaceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","OTU_02946","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","OTU_02956","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","OTU_02971","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","unclassified",NA,0.02,0.1,0.41,0.71,0.76,3.3,0.04,0.76,0,0.77,0,0.54,0.04,0.16,0.07,0.38,9.58,0.21,0.04,0.49,0.04,0.28,0.06,2.88,0.05,1.82,0.01,0.07
"498","OTU_02977","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Sporichthyaceae","unclassified",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","OTU_02993","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Microbulbifer",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"504","OTU_03006","Bacteria","OC31","unclassified","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","OTU_03013","Bacteria","Fibrobacteres","Fibrobacteria","258ds10","unclassified","unclassified",NA,0,0,0,0,0,0.01,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","OTU_03019","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","OTU_03022","Bacteria","TM6","SJA-4","unclassified","unclassified","unclassified",NA,0,0,0,0,0.12,0.04,0,0.28,0.01,0.01,0,0,0,0.04,0,0.04,0,0.02,0.04,0.01,0,0,0,0.08,0,0.05,0.01,0
"511","OTU_03025","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","OTU_03030","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41","RFP12","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513","OTU_03031","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Demequina",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
"515","OTU_03037","Bacteria","Gemmatimonadetes","Gemmatimonadetes","N1423WL","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","OTU_03062","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","OTU_03065","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","OTU_03067","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Tatlockia",NA,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"521","OTU_03075","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","OTU_03085","Bacteria","TM7","unclassified","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"526","OTU_03102","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527","OTU_03105","Bacteria","WS6","B142","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0.02,0,0.04,0,0.01,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0.01,0,0,0,0.01
"528","OTU_03108","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","unclassified",NA,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530","OTU_03150","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0.01
"536","OTU_03189","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","OTU_03211","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7","unclassified",NA,0,0,0.02,0,0,0,0,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"543","OTU_03212","Bacteria","Planctomycetes","OM190","CL500-15","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","OTU_03215","Bacteria","Cyanobacteria","Nostocophycideae","Nostocales","Nostocaceae","Aphanizomenon",NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","OTU_03268","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","OTU_03279","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","unclassified","unclassified",NA,0,0,0,0.01,0,0.01,0,0.06,0,0,0,0,0,0.09,0.16,0.02,0,0.01,0,0,0,0,0,0.01,0,0.01,0,0
"552","OTU_03280","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","EB1017","unclassified",NA,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.01,0,0.02,0,0,0.02,0,0,0,0.01,0,0,0,0,0
"553","OTU_03291","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Francisellaceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","OTU_03293","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Dactylosporangium",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556","OTU_03307","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"557","OTU_03314","Bacteria","Verrucomicrobia","Methylacidiphilae","S-BQ2-57","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","OTU_03322","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Woodsholea",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","OTU_03335","Bacteria","Bacteroidetes","Saprospirae","Saprospirales","Saprospiraceae","Saprospira",NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
"561","OTU_03337","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","OTU_03338","Bacteria","Cyanobacteria","Oscillatoriophycideae","Chroococcales","Microcystaceae","Microcystis",NA,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564","OTU_03346","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiaceae","unclassified",NA,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566","OTU_03360","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Orientia",NA,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"567","OTU_03366","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA,0,0,0,0,0,0,0,0.08,0,0,0.01,0,0,0.01,0,0.02,0,0.03,0,0,0,0,0,0.01,0,0,0,0
"569","OTU_03368","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","lheB3-7","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","OTU_03374","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Simkaniaceae","Fritschea",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"575","OTU_03393","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Ulvibacter",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","OTU_03394","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577","OTU_03398","Bacteria","Acidobacteria","Chloracidobacteria","RB41","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","OTU_03412","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella",NA,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","OTU_03416","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","OTU_03420","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"584","OTU_03425","Bacteria","Actinobacteria","MB-A2-108","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","OTU_03428","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","unclassified",NA,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","OTU_03439","Bacteria","Chloroflexi","Chloroflexi","AKIW781","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","OTU_03442","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Oxobacter",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588","OTU_03444","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Solimonas",NA,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589","OTU_03454","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Allochromatium",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","OTU_03469","Bacteria","GAL15","unclassified","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591","OTU_03478","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","unclassified",NA,0,0.01,0,0,0,0.01,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","OTU_03497","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Marmoricola",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","OTU_03509","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonas",NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"597","OTU_03514","Bacteria","Planctomycetes","Phycisphaerae","CPla-3","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"599","OTU_03518","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","unclassified",NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","OTU_03534","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Thermodesulfovibrionaceae","LCP-6",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"602","OTU_03545","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","unclassified","unclassified",NA,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","OTU_03553","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera",NA,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","OTU_03557","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Propionispira",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"609","OTU_03560","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","A1-B1","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","OTU_03564","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA,0,0.01,0.1,0.28,0,0,0,0.02,0,0,0,0,0.01,0.07,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"611","OTU_03565","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"614","OTU_03593","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616","OTU_03601","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","OTU_03616","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Reichenbachiella",NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"620","OTU_03641","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia",NA,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621","OTU_03642","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA,0.28,0.49,0.37,0.08,0.02,0.28,0.01,0.01,0.35,0.45,4.58,1.24,1.01,0,0,0.21,0.07,0.83,0.02,0.01,0.14,5.96,0.2,0.03,8.05,0.34,0,0
"622","OTU_03644","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"624","OTU_03654","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","DA101",NA,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","OTU_03658","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","unclassified",NA,0,0,0,0,0,0.01,0,0.18,0,0.01,0,0.01,0,0.01,0,0.03,0,0,0,0,0,0,0,0.01,0,0.05,0,0
"626","OTU_03665","Bacteria","Chloroflexi","Ktedonobacteria","B12-WMSP1","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628","OTU_03691","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Wautersiella",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","OTU_03694","Bacteria","Chlorobi","SJA-28","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"632","OTU_03702","Bacteria","Acidobacteria","Chloracidobacteria","DS-100","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"634","OTU_03713","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Desemzia",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","OTU_03742","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Koribacteraceae","unclassified",NA,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640","OTU_03787","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642","OTU_03795","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Virgisporangium",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
