"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BBE","BBW","BRE","BRW","CBE","CBW","EUE","EUW","FRE","FRW","IJE","IJW","LOE","LOW","MAE","MAW","MME","MMW","POE","POW","RME","RMW","SCE","SCW","TXE","TXW","VIE","VIW"
"904","OTU_00688","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","unclassified",NA,0,0,0,0.06,0,0.07,0.14,0.08,0,0.38,0,0.02,0,0.01,0,0.16,0,0,0,0,0,0.02,0,0.02,0,0.97,0,0
"905","OTU_00689","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","125ds10","unclassified",NA,0,0.01,0,0,0,0.02,0,0.04,0,0,0.02,0.01,0.05,0,0.18,0.01,0,0,0,0.01,0,0,0,0,0,0.02,0,0
"907","OTU_00695","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","unclassified",NA,0,0,0,0,0,0,0,0.01,0,0,0,0.03,0,0,0.01,0.02,0,0.08,0,0,0,0,0,0,0,0.02,0,0.01
"912","OTU_00704","Bacteria","Proteobacteria","Deltaproteobacteria","MIZ46","unclassified","unclassified",NA,0,0,0,0.06,0,0,0,0.15,0,0,0,0.01,0,0.12,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0
"917","OTU_00712","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified",NA,0,0,0,0,0,0.08,0.01,0.15,0,0.02,0,0.02,0,0.01,0,0.03,0,0.04,0.01,0.01,0,0.01,0,0.15,0,0.03,0.03,0.02
"921","OTU_00720","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.14
"922","OTU_00722","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium",NA,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"925","OTU_00725","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","SB-1","unclassified",NA,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926","OTU_00726","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteibacter",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"928","OTU_00727","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","unclassified",NA,0,0,0,0,0.02,0.12,0,0.01,0,0,0,0,0,0,0.09,0.01,0,0,0.04,0,0,0,0.02,0.04,0,0,0,0.01
"938","OTU_00747","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,0,0,0,0.01,0,0.02,0.02,0.26,0,0.02,0,0.02,0.02,0,0,0.02,0.07,0.02,0.04,0,0.02,0.03,0,0,0.01,0.11,0,0
"940","OTU_00748","Bacteria","Proteobacteria","Alphaproteobacteria","BD7-3","unclassified","unclassified",NA,0,0,0,0,0,0.01,0.01,0.14,0,0.01,0,0,0,0.02,0,0.14,0,0.05,0,0,0,0,0.01,0.12,0,0,0,0.01
"947","OTU_00764","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Inhella",NA,0,0,0.48,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.02,0,0,0,0.01,0,0,0
"948","OTU_00765","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella",NA,0,0,0.02,0,0.07,0,0,0,0.05,0,0.01,0.02,0,0,0.03,0,0.05,0,0,0,0,0,0.01,0.01,0,0.02,0,0
"949","OTU_00768","Bacteria","TM7","SC3","unclassified","unclassified","unclassified",NA,0,0,0,0.01,0,0.01,0,0.2,0,0.01,0,0,0,0.11,0,0.02,0,0,0,0,0,0.01,0,0.03,0,0.01,0,0
"952","OTU_00771","Bacteria","Gemmatimonadetes","Gemm-4","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955","OTU_00774","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","bacVI","unclassified",NA,0,0,0,0.11,0,0,0,0.02,0,0.05,0,0,0,0.08,0.12,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0,0
"956","OTU_00779","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0.01,0,0.04,0,0.03,0,0.01,0,0,0,0,0,0,0,0.05,0,0.01
"958","OTU_00786","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"963","OTU_00794","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium",NA,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"964","OTU_00797","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Kordia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"969","OTU_00800","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus",NA,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"974","OTU_00813","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","unclassified",NA,0,0,0,0.3,0,0,0,0.2,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"976","OTU_00814","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA,0,0,0.01,0,0,0,0,0,0.16,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"977","OTU_00816","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia",NA,0,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"978","OTU_00819","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA,0,0,0.08,0.12,0,0.02,0,0.08,0.01,0,0,0,0,0.06,0.04,0.02,0,0,0,0,0,0,0.03,0.09,0,0.04,0,0.01
"980","OTU_00826","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"982","OTU_00827","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Thalassobaculum",NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.41,0,0,0,0
"988","OTU_00839","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"992","OTU_00844","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"994","OTU_00846","Bacteria","Firmicutes","Bacilli","Bacillales","unclassified","unclassified",NA,0,0,0,0.11,0,0,0.02,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"996","OTU_00848","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Lutibacterium",NA,0,0.01,0,0,0,0.07,0,0.02,0,0,0,0,0,0.01,0,0.02,0,0,0.04,0.03,0,0,0,0,0,0,0.01,0
"999","OTU_00854","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Proteocatella",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000","OTU_00856","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1002","OTU_00865","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Robiginitalea",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0
"1003","OTU_00869","Bacteria","OD1","ZB2","unclassified","unclassified","unclassified",NA,0,0.02,0,0.02,0,0.08,0,0.12,0,0.08,0,0.01,0,0.26,0,0.36,0,0.01,0,0,0,0.01,0,0.74,0,0.13,0,0.15
"1005","OTU_00872","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Silanimonas",NA,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"1006","OTU_00873","Bacteria","Planctomycetes","ODP123","T8-B82","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
"1009","OTU_00880","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfuricurvum",NA,0,0.01,0,0,0,0,0,0.03,0,0.01,0,0.06,0,0.02,0,0.01,0,0,0,0,0,0.03,0,0,0,0.05,0,0
"1011","OTU_00886","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","bacIV","bacIV-B",NA,0,0,0.02,0,0,0.01,0,0.05,0,0,0.01,0.02,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"1013","OTU_00895","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas",NA,0,0,0.57,0.04,0.16,0,0,0.01,0.09,0,0.13,0,0,0.01,0.94,0.01,0.18,0.01,0.01,0,0,0,0,0,0,0,0.01,0
"1018","OTU_00908","Bacteria","OD1","Mb-NB09","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0.01,0,0,0,0.01,0,0.02,0,0.01,0,0.03,0,0.04,0,0,0,0,0,0.01,0,0,0,0
"1021","OTU_00913","Bacteria","Gemmatimonadetes","Gemm-2","unclassified","unclassified","unclassified",NA,0,0,0,0,0.07,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.26,0,0,0,0
"1022","OTU_00914","Bacteria","Bacteroidetes","Rhodothermi","Rhodothermales","Balneolaceae","Balneola",NA,0,0.06,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01
"1023","OTU_00915","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas",NA,0,0.07,0,0,0,0.07,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0.01,0.1
"1024","OTU_00917","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Elstera",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1026","OTU_00920","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","u114",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
"1029","OTU_00926","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified",NA,0,0,0,0,0.19,0,0.01,0.72,0,0.01,0.01,0,0.06,0.16,0.06,0.03,0,0.01,0.01,0,0.01,0,0,0.04,0,0.02,0,0
"1031","OTU_00935","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"1033","OTU_00936","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca",NA,0,0,0,0,0.05,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.01
"1034","OTU_00940","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Atopobium",NA,0,0,0.02,0,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0
"1035","OTU_00942","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","unclassified","unclassified",NA,0,0,0,0,0,0.01,0,0.04,0,0,0,0,0,0.08,0,0.01,0.1,0,0,0.07,0,0,0,0.07,0,0.01,0,0
"1036","OTU_00946","Bacteria","Chloroflexi","Gitt-GS-136","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
"1037","OTU_00951","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae","unclassified",NA,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038","OTU_00952","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gillisia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"1039","OTU_00954","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Finegoldia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041","OTU_00958","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Elbe",NA,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045","OTU_00961","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Modestobacter",NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1048","OTU_00963","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","unclassified",NA,0,0,0,0.01,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"1051","OTU_00973","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053","OTU_00979","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI-A",NA,0,0.32,0.4,2.68,16.79,1.05,0.04,3.08,0.05,3.01,0.07,2.43,9.96,0.76,1.85,8.69,0.19,0.53,4.15,0.04,4.1,12.93,0,0.3,3.67,14.45,0,0
"1054","OTU_00981","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium",NA,0,0,0,0,0.25,0.02,0.02,0.12,0.02,0,0,0,0,0,0.03,0.02,0,0.02,0.01,0,0,0,0,0.01,0,0,0.01,0.01
"1055","OTU_00985","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Mamiellaceae","unclassified",NA,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"1056","OTU_00986","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae","Candidatus_Solibacter",NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0
"1057","OTU_00988","Bacteria","TM7","TM7-3","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0.03,0,0.13,0,0,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.02
"1059","OTU_00994","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
"1060","OTU_00998","Bacteria","Proteobacteria","Gammaproteobacteria","HTCC2188","HTCC2089","unclassified",NA,0,0.01,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.02,0,0,0,0.03,0,0,0,0
"2","OTU_01008","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Novispirillum",NA,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"3","OTU_01009","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","unclassified",NA,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.03,0,0.07,0,0,0,0.08,0,0,0,0.2,0,0.01,0,0
"7","OTU_01025","Bacteria","Fibrobacteres","TG3","TG3-2","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","OTU_01036","Bacteria","Bacteroidetes","Saprospirae","Saprospirales","unclassified","unclassified",NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.06,0,0,0,0,0
"11","OTU_01037","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA,0,0,0,0.13,0,0,0.01,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","OTU_01038","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Nisaea",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0
"15","OTU_01047","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Kocuria",NA,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","OTU_01050","Bacteria","Cyanobacteria","Synechococcophycideae","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"20","OTU_01060","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oceaniserpentilla",NA,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
"21","OTU_01061","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA,0,0,0,0,0.02,0.01,0,0.02,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0
"26","OTU_01072","Bacteria","Verrucomicrobia","Methylacidiphilae","Methylacidiphilales","LD19","unclassified",NA,0,0,0,0.06,0,0.01,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
"30","OTU_01079","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Friedmanniella",NA,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","OTU_01095","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","unclassified",NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","OTU_01100","Bacteria","Chloroflexi","Anaerolineae","MSB-1E9","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
"38","OTU_01107","Bacteria","Chloroflexi","Ellin6529","unclassified","unclassified","unclassified",NA,0,0.01,0,0,0,0,0.02,0.09,0,0,0,0,0,0.01,0.21,0.04,0,0.01,0.03,0.21,0,0,0,0,0,0,0,0
"40","OTU_01108","Bacteria","Acidobacteria","Chloracidobacteria","RB41","Ellin6075","unclassified",NA,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0.01,0,0.01,0.02,0,0,0,0,0,0,0,0,0
"41","OTU_01110","Bacteria","Chloroflexi","Anaerolineae","GCA004","unclassified","unclassified",NA,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0
"43","OTU_01117","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Octadecabacter",NA,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.13,0,0,0.08,1.9
"44","OTU_01119","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Zoogloea",NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","OTU_01122","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA,0,0,0,0.06,0,0.05,0,0.14,0,0.04,0,0.05,0,0.01,0,0.02,0.03,0.33,0,0.01,0,0.01,0,0,0,0.06,0,0
"46","OTU_01125","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",NA,0,0,0,0,0,0,0,0,0.1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","OTU_01128","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","unclassified",NA,0,0,0,0,0,0.01,0,0.12,0,0,0,0.01,0,0.06,0,0.03,0,0.02,0.01,0,0,0,0,0.05,0,0.03,0,0
"49","OTU_01131","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.03,0,0.03,0,0,0.02,0.01,0,0,0.01,0,0,0,0,0
"50","OTU_01134","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutimonas",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"52","OTU_01140","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","unclassified",NA,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0.06,0,0,0,0,0.02,0.01,0,0,0,0
"53","OTU_01142","Bacteria","Fibrobacteres","TG3","TG3-1","MAT-CR-H6-H10","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
"54","OTU_01144","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA,0.01,0.01,0.02,0.14,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0,0,0
"56","OTU_01148","Bacteria","Thermi","Deinococci","Thermales","Thermaceae","Thermus",NA,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","OTU_01151","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","unclassified",NA,0,0,0,0,0.05,0,0.01,0.02,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","OTU_01159","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Emticicia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"61","OTU_01160","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","OTU_01163","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified",NA,0,0,0,0.02,0.07,0.02,0,0.04,0,0.02,0,0.01,0.01,0,0,0.03,0,0.05,0,0,0,0,0,0.01,0.01,0.01,0.01,0
"64","OTU_01165","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Geodermatophilus",NA,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","OTU_01169","Bacteria","Cyanobacteria","Oscillatoriophycideae","Chroococcales","Gomphosphaeriaceae","unclassified",NA,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"67","OTU_01177","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","E8",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"68","OTU_01178","Bacteria","ZB3","BS119","unclassified","unclassified","unclassified",NA,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0.01,0,0.02,0,0.02,0,0,0,0,0,0.02,0,0,0,0
"72","OTU_01192","Bacteria","Acidobacteria","Acidobacteria-6","CCU21","unclassified","unclassified",NA,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0.11,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0
"74","OTU_01198","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA,0,0,0,0,0.69,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","OTU_01199","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylobacter",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","OTU_01207","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Thermodesulfovibrionaceae","GOUTA19",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"80","OTU_01214","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinoallomurus",NA,0,0.01,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","OTU_01216","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","unclassified","unclassified",NA,0,0,0.02,0,0,0.01,0.03,0,0.03,0,0,0,0.01,0.06,0,0.03,0,0.02,0.05,0.02,0,0,0,0,0.01,0,0.01,0
"82","OTU_01217","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Paulinella",NA,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
"87","OTU_01232","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","unclassified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
