"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BBE","BBW","BRE","BRW","CBE","CBW","EUE","EUW","FRE","FRW","IJE","IJW","LOE","LOW","MAE","MAW","MME","MMW","POE","POW","RME","RMW","SCE","SCW","TXE","TXW","VIE","VIW"
"2827","OTU_00002","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","stutzeri",0.12,0,0,0,5.7,0.02,0,0.07,0,0,0,0.01,0,0,0.96,0.01,0,0,0.01,0,0.02,0,0.08,0,0,0,0,0
"4417","OTU_00003","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas","unclassified",0.06,0,0.71,0,0,0.05,32.28,1.1,0,0.24,5.69,0.5,26.12,0.01,24.26,1.22,10.68,0.26,57.17,0,11.16,4.08,0.03,0.01,31.31,2.31,0,0
"5959","OTU_00004","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","RS62","unclassified",0.2,0.2,0,0,3.8,0.19,0,0,0,0,0,0,0,0,0,0.02,0,0,0.03,0.03,0,0,0,0.01,0,0,59.56,0.22
"7502","OTU_00006","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","acI","acI-B","acI-B1",0,0.19,0,4.61,0.05,2.02,0,11.87,0.19,10.45,0.07,18.96,0,6.06,0.12,4.84,0,22.1,0.01,3.91,0,5.63,0,4.2,0,10.31,0,0
"8116","OTU_00007","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,4.59,1.24
"8667","OTU_00008","Bacteria","Bacteroidetes","Saprospirae","Saprospirales","Saprospiraceae","unclassified","unclassified",0,0,1.77,0,0,0,43.73,0,0.12,0,5.74,0,0,0,0.03,0,6.96,0,0,0,0,0,0.01,0,2.86,0,0,0
"9078","OTU_00009","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0.07,0,0,0,0,0,0.01,0,0.51,0,26.37,0,16.13,0,15.13,0,0.99,0,24.21,0,0,0,0,0,0,0
"1","OTU_00010","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","yanoikuyae",0.08,0,0,0,5.9,0.92,0,2.89,69.37,14.85,6.38,4.68,0,0.01,0,1.37,2.56,4.08,0,0,0,0.12,1.21,2.24,0,0.04,0,0
"364","OTU_00011","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,3.89,0.29,0,0,6.34,0
"674","OTU_00012","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.3,0,0,0,11.06,0
"983","OTU_00013","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Chromatiaceae","Bacillus","firmus",0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"1269","OTU_00014","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","acI","acI-A","acI-A6",0,0.76,0,9.04,0,2.33,0.09,8.19,0,4.33,0,4.54,0.05,6.2,0.06,4.06,0,3.08,0,0.22,0,7.18,0,2.23,0,4.77,0,0
"1526","OTU_00015","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii",0,0,0,0,9.79,0.66,0,0.04,0.48,0.27,1.28,0.83,0.05,0,0.12,0,0.13,0.17,0.01,0,0,0,1.1,0.17,0,0,0,0
"1803","OTU_00016","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76,0,0,0,9.75,0
"2069","OTU_00017","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sediminicola","unclassified",0,0.02,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.53,0,0,0,18.02
"2339","OTU_00018","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Cloacibacterium","unclassified",0,0,0,0,0,0,0.03,0,0.16,0,0,0,0.03,0,0,0,0.1,0,0.01,0,0,0,0,0,0,0,0,0
"2587","OTU_00019","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","unclassified","unclassified",0,0,0.3,0,0,0,0.26,0,0,0,0.09,0,0.32,0,0.09,0,0,0,0,0,0.29,0,0,0,0.01,0,0,0
"2828","OTU_00020","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","veronii",5.7,0,3.87,0,0,0,0.03,0.01,0.09,0,0.38,0.02,0.04,0.02,0.93,0.01,0.23,0.04,2.74,0,3.06,0,0.19,0.12,0.02,0.01,0,0
"2954","OTU_00021","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Candidatus_Aquiluna","rubra",0,4.43,0.11,0.48,0,0.88,0,0,0,0,0,0.01,0,0.19,0,0.69,0.01,0.01,0,0.14,0,0.01,0,0.18,0,0,0,46.88
"3130","OTU_00022","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia_endosymbiont_of_Deronectes_platynotus",0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0.07,0,0,0,0,0,0.03,0
"3346","OTU_00024","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","betIV","betIV-A","LD28",0,0.02,0,2.35,0,0.64,0,2.89,0,3.23,0,3.06,0.24,8.81,0,1.2,0,3.48,0,0.14,0,2.24,0,0.3,0.03,1.66,0,0
"3435","OTU_00025","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","unclassified",58.77,0,0.02,0,0.23,0.01,0,0.04,0,0.01,0.01,0.01,0,0.01,0,0.02,0,0,0.05,0,0.01,0,0,0.01,0.01,0.04,0.01,0.01
"3572","OTU_00026","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","unclassified",0.89,0,0,0,2.32,0.23,0,0.15,0,0.03,0.01,0.02,0,0,0,0,0,0.02,0.07,0,0.09,0,0.22,0.02,1.98,0.01,0,0
"3760","OTU_00027","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rubrivivax","gelatinosus",0,0,4.11,0,0.51,0,0,0.01,0.02,0,0.15,0,3.74,0,5.06,0.01,0,0,0,0,7.45,0,0,0,0.07,0,0,0
"3942","OTU_00028","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified",0.04,0,0,0,0,0,0,0,0.37,0,1.95,0,0,0,0,0,10.82,0,0,0,0,0,3.91,0,13.16,0,0,0
"4121","OTU_00029","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","alfV","alfV-A","LD12",0,0,0,0.81,0,0.12,0,1.67,0,5.7,0,4.57,0,3.11,0,0.24,0,5.65,0,0.03,0,0.16,0,0.18,0,2.19,0,0
"4418","OTU_00030","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","johnsonii",0.02,0,0,0.02,2.15,0.02,0,0.01,2.86,0.34,14.71,0.83,0.36,0,0,0,1.19,0.19,0.25,0,0,0,21.13,0.49,0,0,0.02,0
"4624","OTU_00031","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","acTH1","acTH1-A","acTH1-A1",0,0.07,0,0.77,0,0.28,0,0.54,0,5.61,0,6.3,0,0.84,0.09,1.27,0,8.38,0,0.54,0,0.63,0,0.49,0,1.66,0,0
"4762","OTU_00032","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","acI","acI-A","acI-A1",0,0.92,0.03,7.13,0,1.78,0,1.61,0,6.11,0.01,7.76,0.03,4.78,0,8.66,0,5.96,0.03,1.76,0.01,9.86,0,1.83,0,2.2,0,0
"4915","OTU_00033","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","gasigenes",0,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,5.85,0,0,0
"5074","OTU_00034","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","bacIII","bacIII-A","unclassified",0,0,0,2.01,0,0.12,0,0.08,0,0.87,0,0.55,0,0.59,0.03,12.89,0,0.09,0,0.03,0,0.62,0.03,0.04,0,2.09,0,0
"5231","OTU_00035","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","acIV","acIV-A","Iluma-A1",0,2.6,0,0.05,0,0.51,0,5.62,0,0,0,0.24,0,6,0,0.75,0,0.1,0.13,16.53,0,0.04,0,6.16,0,6.23,0,0
"5570","OTU_00037","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","delafieldii",0.09,0,0.17,0.07,0,0.01,0,0.03,0,0,0,0,0.04,0,0.49,0.01,0.01,0,0.03,0,0.21,0.02,0.04,0.01,0,0,0,0
"5861","OTU_00039","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Marivita","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.3,0.14
"5960","OTU_00040","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Chromatiaceae","Rheinheimera","unclassified",0.36,0,12.09,0.01,0,0.03,0,0.06,0.01,0.03,0,0.03,0.89,0.01,0.21,0,0.02,0.53,0.25,0,9.25,0.01,0.07,0.05,0.04,0,0,0
"6027","OTU_00041","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","acI","acI-C","acI-C2",0,16.35,0.04,2.08,0,2.66,0.01,2.61,0,0.01,0,0.05,0,10.09,0,1.12,0,0.03,0.03,36.98,0,0.06,0,5.36,0.01,9.97,0,0
"6096","OTU_00042","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"6186","OTU_00043","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","unclassified",0.01,0.04,0.08,0.01,0.05,0.43,0.05,0.12,0.02,0,0.39,0.01,0.02,0.02,0.35,0.07,0.01,0.07,0.34,0.02,1.51,0.01,6.78,0.04,0.13,0.09,0.03,0
"6254","OTU_00044","Bacteria","Actinobacteria","unclassified","unclassified","unclassified","unclassified","unclassified",0,5.68,0,4.07,0,3.04,0.01,2.05,0,0.58,0,0.13,0,5.04,0,0.88,0,0.03,0.03,1.12,0,0.04,0,3.92,0,1.37,0,0
"6377","OTU_00046","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betII","Pnec","PnecB",0,0.05,0,1.61,0,0.68,0.01,0.91,0.09,2.68,0.05,4.09,0,3.13,0.03,1.39,0,5.2,0,0.04,0,2.94,0,0.45,0,1.68,0,0
"6483","OTU_00047","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","unclassified","unclassified","unclassified",0.01,7.95,0,1.15,0.07,2.08,0.01,0.3,0.4,4.8,0,4.64,0,0.13,0,5.99,0.1,4.28,0.02,0.34,0.1,6.73,0,0.66,0.01,0.74,0,12.31
"6529","OTU_00048","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0
"6539","OTU_00049","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Pseudoalteromonadaceae","Pseudoalteromonas","tunicata",2.61,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
"6567","OTU_00050","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified",0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.14,0,0,0,0.09,0,0,0
"6619","OTU_00051","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","unclassified","unclassified",0,0,0,0.02,0,0.55,0,0.32,0.23,1.62,0.04,3.89,0,0.11,0.04,0.36,0.03,3.67,0.02,0.03,0.36,0.21,0,0.36,0.01,0.03,0,0
"6707","OTU_00052","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0.01,0,3.45,0,0,0,0,0,0.03,0,0,0,0,0
"6810","OTU_00053","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","unclassified",0,0.01,3.74,0,0,0,0.02,0.04,0,0,0.87,0.01,0,0.01,0.47,0.17,0.24,0,0,0,10.95,0.03,0,0,0.46,0.01,0,0
"6910","OTU_00054","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","unclassified","unclassified","unclassified",0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
"7007","OTU_00055","Bacteria","Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0.64,0,0,0,0,0,0,0,0,0.01,1.8,0,0.9,0,0.08,0,0,0,0.11,0,0,0,5.59,0,0,0
"7110","OTU_00056","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","unclassified",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12,0,0,0,0.01,0
"7213","OTU_00057","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","acSTL","acSTL-A","acSTL-A1",0,0.81,0.02,0.39,0,0.62,0.02,1.21,0,2.78,0,1.44,0,0.29,0,1.62,0,0.32,0,0.14,0,2.7,0,0.48,0,0.26,0,0
"7317","OTU_00058","Bacteria","Chloroflexi","SL56","unclassified","unclassified","unclassified","unclassified",0,0.05,0,0.08,0,0.12,0,2,0,1.07,0,0.64,0,0.79,0.07,0.91,0,0.9,0,0.32,0,2.38,0,0.02,0,0.03,0,0
"7405","OTU_00059","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Leadbetterella","unclassified",0.14,0,1.97,0,0.56,0,0.02,0,0.16,0,1.03,0,1.14,0,0.79,0,3.19,0,2.18,0,0.75,0,0.44,0,2.28,0,1.39,0
"7503","OTU_00060","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified",0,0,0,0,0,0,0.8,0,0,0,0.45,0.06,0,0,0,0.01,0.11,0.01,0,0,0.77,2.8,0.02,0,4.3,0,0,0
"7601","OTU_00061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Magnetospirillum","magnetotacticum",0,0,0,0.01,0.21,0.15,0,0.68,0.3,0.01,0,0.01,0,0.01,0,3.76,0,0,0,0,0,0,0,0,0,0,0,0
"7679","OTU_00062","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","RS62","unclassified",0,0.03,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.03,0,0,0,0,0,0,0.02,1.28
"7777","OTU_00064","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,6.76,0,0,0
"7802","OTU_00065","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","gelidilacus",0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.82,0,0,0,0.03,0
"7881","OTU_00066","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","alfIV","unclassified","unclassified",0,0.02,0.02,0.42,0,0.77,0,0.38,0,1.91,6.15,1.29,0,0.42,0.01,1.12,10.28,0.17,0,0.01,0.08,0.06,0.04,0.67,0,2.02,0,0
"7945","OTU_00067","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI-A","Lhab-A1",0,0.29,0.04,0.93,0.44,0.75,0,0.34,0,2.14,0.01,1.59,0.23,0.17,0.24,1.04,0.17,0.08,0.66,0.03,0.97,3.67,0,0.15,0.14,12.69,0,0
"8005","OTU_00068","Bacteria","Proteobacteria","Betaproteobacteria","MWH-UniP1","unclassified","unclassified","unclassified",0,0.01,0,0.99,0,0.21,0,0.13,0,1.99,0,0.68,0,0.57,0,0.1,0,2.93,0,0.01,0,0.1,0,0.09,0,0.01,0,0
"8063","OTU_00069","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Dechloromonas","unclassified",0,0,0,0,0,0,0.03,0,0,0,0.09,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"8117","OTU_00070","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","infantis",0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8170","OTU_00071","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","unclassified",0.11,0,12.04,0,1.02,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"8235","OTU_00072","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
"8300","OTU_00073","Bacteria","Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0.14,0,0.1,0,0.11,0,2.07,0,0.8,0,0.69,0,1.09,0,0.03,0,0,0,0.13,0,0.21,0,0.24,0,0
"8363","OTU_00074","Bacteria","GN02","BD1-5","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0.33,0,0,0,0.52,0,1.98,0,0.24,0,0.25,0,0.46,0,0,0,0,0,1.91,0,0,0
"8417","OTU_00075","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","unclassified",1.98,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0.31,0,0,0.01,0,0,0,0
"8461","OTU_00076","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","unclassified",0,0,0,0,0,0,0,0,0,0,4.44,0,0,0,7.17,0,2.54,0,0,0,0,0,0,0,0,0,0,0
"8506","OTU_00077","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Luna1","Luna1-A","Luna1-A4",0,0.01,0,0.14,0,0.02,0,0.34,0,1.12,0.08,1.36,0,0,0,0.2,0,1.09,0,0,0,0.77,0,0.03,0,0.75,0,0
"8561","OTU_00078","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","bacIII","bacIII-B","Algor",0,0.2,0,1.21,0,0.99,0,0.26,0,1.25,0,2.15,0,0.58,0,0.37,0,0.87,0,0.28,0,0,0,0.61,0,0.9,0,0
"8613","OTU_00079","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","bacI","bacI-A","bacI-A1",0,0.01,0,4.18,0,0.73,0,0.72,0,2.21,0,0.73,0,2.36,0,2.24,0,0.13,0.01,0.14,0,0.1,0,0.18,0,4,0,0
"8668","OTU_00080","Bacteria","GN02","BD1-5","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.23,0
"8716","OTU_00081","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","unclassified",0.01,0,0.02,0.01,0.19,0,0,0.01,0,0,0,0.01,0,0.01,0.13,0,0.04,0,0.01,0,0.01,0,0,0.04,0,0,0,0
"8746","OTU_00082","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","unclassified","unclassified","unclassified",0.02,0,0,0,0.07,0,0,0.01,0.23,0,0.17,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
"8787","OTU_00083","Bacteria","Firmicutes","Bacilli","Bacillales","Exiguobacteraceae","Exiguobacterium","unclassified",0.01,0,0,0,0,0,0,0,0.03,0,0.04,0,0,0,0,0,0,0,0.19,0,0,0,0.15,0.03,0,0,0,0
"8846","OTU_00084","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","unclassified","unclassified","unclassified",0,0.1,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"8885","OTU_00085","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","unclassified","unclassified",0.02,0.05,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,2.59,0,0,0,0
"8917","OTU_00086","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","unclassified","unclassified","unclassified",0,0,0,0,0,0,2.6,0,0,0,0,0,0.09,0,0,0,0.07,0,0,0,0,0,0,0,0.04,0,0,0
"8960","OTU_00087","Bacteria","Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0.04,0,0.01,0,0.01,0,0.03,0,0.05,0,0,0.07,0.13,0,0,0,0.01,0.02,1.66,0,0.01,0,0.02,0,0
"9002","OTU_00088","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","brunescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"9035","OTU_00089","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","unclassified","unclassified",0,0,0,0,0,0.08,0,0,0,0.33,0,2.25,0,0,0,0.01,0,1.28,0,0,0,0,0,0.01,0,0.19,0,0
"9079","OTU_00090","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Gordoniaceae","Gordonia","unclassified",0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"9120","OTU_00091","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified",0,0,0.02,0,0,0,2.21,0.02,0.03,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.15,0.02,0.63,0,0,0
"9156","OTU_00092","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","organophilum",0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0.07,0,0,0,0,0,0,0,0,0
"9199","OTU_00093","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified",0.02,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,1.2,0,0.06,0,0,0,6.56,0,0,0,0.03,0
"9240","OTU_00094","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Chromatiaceae","Rheinheimera","unclassified",0.03,0,0.13,0,0,0,0,0.01,0,0,0.08,0.01,0,0,0,0,0,0.01,0.01,0,1.42,0,0,0,0.48,0,0,0
"9280","OTU_00095","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified",0.02,0,0.19,0,0,0.01,0,0,0,0,0.03,0.01,0,0,0.01,0.01,0.06,0,0,0,0.01,0,0.09,0.01,1.78,0,0,0
"9310","OTU_00096","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","acIV","acIV-D","Iamia",0,0.13,0,0.33,0,0.11,0,0.75,0.01,0.44,0.05,0.24,0,0.12,0,0.36,0,0.03,0,0.1,0,0.04,0,0.43,0,0.59,0,0
"9342","OTU_00097","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified",0,0,0.06,0,0,0,0,0,0.03,0,1.51,0,0,0,0,0,1.55,0,0,0,0.08,0,0.06,0,1.63,0,0,0
"9375","OTU_00098","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Chromatiaceae","Rheinheimera","unclassified",0,0,6.79,0.01,0,0,0,0,0,0,0,0,0.28,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9413","OTU_00099","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","unclassified","unclassified","unclassified",0,8.62,0.08,0.86,0.28,2.67,0,0.02,0,0,0,0,0,0.13,0,0,0,0,0,0.76,0,0,0,0.69,0,0.94,0,0
"2","OTU_00100","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0.02,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,2.36,0,0,0,0
"37","OTU_00101","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseicyclus","mahoneyensis",0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0.01
"69","OTU_00102","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified",0,0,0.05,0.08,0.16,0.06,0.02,0.3,0,0.54,0,0.69,0.01,0.24,0.01,0.28,0.15,0.84,0.02,0.05,0.02,1.56,0,0.02,0,0.3,0,0
"100","OTU_00103","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","unclassified","unclassified",0,0.01,0,0.06,0,0.1,0,0,0,1.02,0,0.99,0,0,0,0.01,0,0.23,0,0,0,0,0,0.03,0,0.16,0,0
"130","OTU_00104","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","intermedia",0,0,0.04,0.07,0.02,0.07,0,0.15,3.22,0.16,0.62,0.05,0,0.08,0.25,0.26,0.16,0.26,0,0,0,0.21,1.57,0.66,0,0,0.02,0
"174","OTU_00105","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,9.56,0,0,0,0,0,0,0,0,0,0,0
"212","OTU_00106","Bacteria","Cyanobacteria","Chloroplast","Euglenozoa","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0.2,0,10.27,0,0,0,0,0,0.11,0,0,0,0.01,0,0.07,0,0,0,0,0
"253","OTU_00107","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified",0,0.01,0.04,0.36,0,0.07,0.04,0.55,0,0.45,0,0.33,0.04,0.53,0.32,0.64,0,0.32,0,0,0.01,3.23,0,0.05,0,0.01,0,0
"293","OTU_00108","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","unclassified",0.5,0,0.05,0,0,0,0,0.02,0,0,0.02,0.01,0,0,0,0,0,0,2.39,0,1.55,0,0,0.03,0.01,0.01,0.01,0
