"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BBE","BBW","BRE","BRW","CBE","CBW","EUE","EUW","FRE","FRW","IJE","IJW","LOE","LOW","MAE","MAW","MME","MMW","POE","POW","RME","RMW","SCE","SCW","TXE","TXW","VIE","VIW"
"5606","OTU_03721","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","unclassified","unclassified",0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5608","OTU_03723","Bacteria","GN02","3BR-5F","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5610","OTU_03724","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5611","OTU_03725","Bacteria","OD1","ZB2","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5612","OTU_03726","Bacteria","OD1","ZB2","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5613","OTU_03727","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5615","OTU_03729","Bacteria","WS5","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
"5618","OTU_03730","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5620","OTU_03731","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5632","OTU_03736","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"5633","OTU_03737","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5637","OTU_03738","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5639","OTU_03739","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5641","OTU_03740","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5645","OTU_03741","Bacteria","Acidobacteria","Acidobacteria-5","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5646","OTU_03742","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Koribacteraceae","unclassified","unclassified",0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5648","OTU_03743","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","biprosthecium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5649","OTU_03744","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5650","OTU_03745","Bacteria","WS6","B142","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5652","OTU_03746","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5653","OTU_03747","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
"5655","OTU_03748","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5657","OTU_03749","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"5659","OTU_03751","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5661","OTU_03752","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5662","OTU_03753","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5663","OTU_03754","Bacteria","Bacteroidetes","Saprospirae","Saprospirales","Saprospiraceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5664","OTU_03755","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5667","OTU_03756","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","C111","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5670","OTU_03757","Bacteria","Proteobacteria","Alphaproteobacteria","BD7-3","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5673","OTU_03758","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5676","OTU_03759","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5679","OTU_03760","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5682","OTU_03761","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5686","OTU_03763","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5690","OTU_03765","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5695","OTU_03769","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","unclassified","unclassified",0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5700","OTU_03773","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5701","OTU_03774","Bacteria","Proteobacteria","Betaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
"5703","OTU_03775","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","EB1017","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5705","OTU_03777","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5707","OTU_03778","Bacteria","Verrucomicrobia","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5711","OTU_03779","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5713","OTU_03780","Bacteria","GN02","3BR-5F","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5714","OTU_03781","Bacteria","OD1","SM2F11","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5716","OTU_03782","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Rickettsiella","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5717","OTU_03783","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5720","OTU_03785","Bacteria","WS6","B142","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5722","OTU_03786","Bacteria","WS6","SC72","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5726","OTU_03787","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5727","OTU_03788","Bacteria","Proteobacteria","TA18","PHOS-HD29","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5729","OTU_03789","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5731","OTU_03790","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfococcus","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5733","OTU_03791","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5734","OTU_03792","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Peptoniphilus","unclassified",0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5736","OTU_03793","Bacteria","Cyanobacteria","Chloroplast","Haptophyceae","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5739","OTU_03795","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Virgisporangium","ochraceum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5740","OTU_03796","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5742","OTU_03797","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5743","OTU_03798","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5748","OTU_03799","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5753","OTU_03800","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5754","OTU_03801","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5757","OTU_03802","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5758","OTU_03803","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta","aurantia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5761","OTU_03805","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5768","OTU_03810","Bacteria","Chloroflexi","Ellin6529","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5771","OTU_03812","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5772","OTU_03813","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5773","OTU_03814","Bacteria","Proteobacteria","Deltaproteobacteria","PB19","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5775","OTU_03815","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5777","OTU_03817","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5780","OTU_03820","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5782","OTU_03823","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5783","OTU_03824","Bacteria","Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0
"5784","OTU_03825","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5786","OTU_03826","Bacteria","GN02","BB34","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5790","OTU_03834","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5791","OTU_03835","Bacteria","OD1","ZB2","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5795","OTU_03839","Bacteria","WS6","B142","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5798","OTU_03840","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"5799","OTU_03842","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5800","OTU_03844","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5801","OTU_03845","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5803","OTU_03846","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5804","OTU_03847","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified",0,0,0.07,0,0.02,0,0,0.02,0.01,0,0,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"5806","OTU_03848","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5807","OTU_03849","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","5-7N15","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5808","OTU_03850","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified",0,0.04,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
"5810","OTU_03851","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5811","OTU_03852","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5812","OTU_03853","Bacteria","Actinobacteria","MB-A2-108","0319-7L14","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5813","OTU_03854","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5814","OTU_03855","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5815","OTU_03856","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5816","OTU_03857","Bacteria","OD1","SM2F11","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5817","OTU_03859","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Micromonospora","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5818","OTU_03861","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","unclassified","unclassified","unclassified",0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5819","OTU_03862","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5820","OTU_03863","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5821","OTU_03864","Bacteria","Cyanobacteria","Chloroplast","Stramenopiles","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5822","OTU_03865","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5823","OTU_03866","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
"5824","OTU_03867","Bacteria","Proteobacteria","Deltaproteobacteria","MIZ46","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5825","OTU_03868","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5826","OTU_03869","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5827","OTU_03871","Bacteria","Proteobacteria","Betaproteobacteria","Ellin6067","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5828","OTU_03872","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5829","OTU_03873","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","unclassified",0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5830","OTU_03874","Bacteria","TM7","SC3","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5831","OTU_03875","Bacteria","Proteobacteria","Deltaproteobacteria","Spirobacillales","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5832","OTU_03876","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema","unclassified",0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5835","OTU_03877","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5836","OTU_03878","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","unclassified","unclassified",0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5837","OTU_03879","Bacteria","OD1","SM2F11","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5839","OTU_03880","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5840","OTU_03881","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5841","OTU_03882","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","EB1017","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5842","OTU_03883","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5843","OTU_03884","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5845","OTU_03885","Bacteria","Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"5846","OTU_03886","Bacteria","TM7","TM7-1","unclassified","unclassified","unclassified","unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
